eventId,timestamp,action,outcome,actor,target,sourceIp,correlationId,context
"95aa0b09-62eb-420e-9b17-04149c3a79c7","2026-09-08T07:04:14.788Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","834cae10-2f6c-4778-8801-cda77e00cc72","{""reason"":""missing_session""}"
"9c5b7c7a-1b1d-4972-8272-6702ee2a7900","2026-09-08T07:05:25.812Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","297cf3fd-829a-4dd9-85d5-ee4430cc5c21","{""reason"":""missing_session""}"
"2cdf81eb-90e8-444a-87b7-e93c6850275c","2026-09-08T07:06:26.974Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","ae9df322-f4e7-4c52-b653-578dad2dfe6f","{""reason"":""missing_session""}"
"8e193acf-8732-4bb6-acef-9ddb923aff08","2026-09-08T07:08:02.134Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","76558e94-72c8-4786-af20-3e0b8c112c34","{""reason"":""missing_session""}"
"23172b14-ae30-4301-9f86-6936918d15dd","2026-09-08T07:09:29.788Z","api.access_denied","denied","","/api/auth/me","::ffff:192.168.3.169","e5491ab2-13c4-4728-9518-047752429607","{""reason"":""missing_session""}"
"728f196b-c42d-4d6b-9420-b976f6b8e993","2026-09-08T10:16:31.769Z","order_form.findBuyer","success","developer3@kairali.com","","::1","2c43851d-32ac-4567-b782-b58523e4b2cf","{""role"":""super_admin"",""durationMs"":3043,""errorCode"":null}"
"b1179a4f-18cb-4ac4-b66f-b660f8195620","2026-09-08T10:18:21.849Z","order_form.findBuyer","success","developer3@kairali.com","","::1","b604205e-854a-42ac-a319-f6434b83e962","{""role"":""super_admin"",""durationMs"":2418,""errorCode"":null}"
"10d4bd66-23de-4f87-b16f-9ae99b5550ae","2026-09-08T10:18:38.478Z","order_form.findBuyer","success","developer3@kairali.com","","::1","b637038c-86d4-4e90-a2cf-d3fa2f61f779","{""role"":""super_admin"",""durationMs"":2483,""errorCode"":null}"
"a52aea7b-2404-4b27-a4b9-3e8533ead2cd","2026-09-08T10:20:35.428Z","order_form.submit","success","developer3@kairali.com","f147433d-9d91-4325-ac9a-2270e295276c","::1","a1ab12f2-bfbe-491f-a6b8-851c6e2e39e0","{""role"":""super_admin"",""durationMs"":7086,""errorCode"":null}"
"abc18803-09f2-43f8-82ef-8bcc076cc419","2026-09-08T10:20:49.689Z","order_form.status","success","developer3@kairali.com","f147433d-9d91-4325-ac9a-2270e295276c","::1","17eedd61-5137-4994-9898-f47cd35eebab","{""role"":""super_admin"",""durationMs"":13462,""errorCode"":null}"
"62a08114-1568-4d63-b383-ee56a90dd37c","2026-09-08T10:31:40.235Z","order_form.getUsers","success","developer3@kairali.com","","::1","5ab9c0fd-ef57-4b32-9605-99c151284192","{""role"":""super_admin"",""durationMs"":1801,""errorCode"":null}"
"16ec3e1d-88ec-4e0f-badd-a744ebab06f2","2026-09-08T10:31:40.351Z","order_form.getProducts","success","developer3@kairali.com","","::1","c8ba5ef0-783d-4e2d-8893-1865d6c6e998","{""role"":""super_admin"",""durationMs"":1933,""errorCode"":null}"
"fc7974f4-2d4f-446d-9184-458143047518","2026-09-08T10:34:31.658Z","order_form.getUsers","success","developer3@kairali.com","","::1","b7b787a1-8900-4619-9ea2-ffebb4847ece","{""role"":""super_admin"",""durationMs"":2023,""errorCode"":null}"
"7997341e-df4c-4792-ad91-ff120334e0b5","2026-09-08T10:34:31.697Z","order_form.getProducts","success","developer3@kairali.com","","::1","ac99abda-f714-4eab-83ed-bb0907f21d05","{""role"":""super_admin"",""durationMs"":2072,""errorCode"":null}"
"dfe81d72-6729-44ca-8d76-55c62b2d06f1","2026-09-11T09:10:34.886Z","auth.logout","success","grm@ktahv.com","","::1","7f008069-060e-4e22-8d5b-dcc37b3d6c6d","{""sessionRevoked"":true}"
"5a860aac-958c-4045-90e7-62a607d7632e","2026-09-11T09:10:42.652Z","auth.login","success","developer3@kairali.com","","::1","177a2c89-8cb9-4cef-82a3-9bcc5c97f4ba","{}"
"2ea549cd-222a-4f7c-b882-55e5f68d5768","2026-09-16T05:55:25.892Z","page.access_denied","denied","","/doctor-consultation/report","::1","fffb1ae5-a7b9-4ab9-abad-43acd70cfb0d","{""reason"":""missing_session""}"
"87b1842d-f4be-4046-bf01-973854e0598d","2026-09-16T05:56:18.048Z","page.access_denied","denied","","/doctor-consultation/report","::1","a7e48a12-68de-404c-bf4d-600fea509bc0","{""reason"":""missing_session""}"
"d3f7ebde-0fb2-448d-ae6c-ecb68b7c073f","2026-09-16T05:56:26.318Z","page.access_denied","denied","","/doctor-consultation/report","::1","f092152a-e8f8-4b0d-a142-81e28a5305f3","{""reason"":""missing_session""}"
"5b14f9e2-3a5a-4b76-8b55-35367cc7c7fa","2026-09-17T06:03:32.487Z","api.access_denied","denied","","/api/cron/other-unexempt-endpoint","unknown","3dd103bb-6dc3-4585-9f68-57096dc9c4f4","{""reason"":""missing_session""}"
"7faf2f0f-7b88-4ba8-bdda-61e248c783fc","2026-09-17T07:33:51.643Z","api.access_denied","denied","","/api/daily-sales-report-alert","::1","1e6cecd5-757a-4e80-bf05-45dc2a6d992c","{""reason"":""missing_session""}"
"375b5f5a-3e42-49c3-9e62-6d84ef929b31","2026-09-17T07:34:18.094Z","api.access_denied","denied","","/api/daily-sales-report-alert","::1","6912f1c8-6525-492d-8d50-1157d5a296f3","{""reason"":""missing_session""}"
"afbdac56-f946-4782-8ed5-135f5e325e34","2026-09-19T07:38:06.606Z","admin.user.credentials_shared","success","developer3@kairali.com","","::1","70b14c2a-c9e1-4cab-b44a-a2ef4d238ba8","{}"
"214688d0-6ef8-47cd-9131-f8fddc79f000","2026-09-19T07:45:43.392Z","api.access_denied","denied","","/api/sales/reports/email-trigger-config","::1","4a058f6c-e6fc-4d52-b315-0d874eb10821","{""reason"":""missing_session""}"
"3b422c5c-e262-45ee-aefc-a4f05d502571","2026-09-19T08:46:21.616Z","admin.user.credentials_shared","success","developer3@kairali.com","","::1","97d4deb8-2ac5-4d0e-ab3b-e21acd9b3df8","{}"
"1bf9f984-2554-403c-a634-3b64ad240146","2026-09-19T08:52:23.210Z","admin.user.credentials_shared","success","developer3@kairali.com","","::1","7b01540b-82ef-488a-bed6-5bb451e3e469","{}"
"ad51d62a-d6f1-4a9b-8e35-5bb58ca0f60e","2026-09-19T08:56:47.504Z","admin.user.credentials_shared","success","developer3@kairali.com","","::1","6d6c09a2-a8b4-4541-a2cc-4613dab02219","{}"
"7b8e0dd9-c6ae-4e1e-a5c1-680f6b9f3d80","2026-09-19T09:01:03.633Z","admin.user.credentials_shared","success","developer3@kairali.com","","::1","6a465b82-7f28-4a67-b398-d2b937126bdb","{}"
"8a49c334-2181-42f9-a04c-87527ea9069b","2026-09-19T10:34:36.398Z","order_form.findBuyer","failure","developer3@kairali.com","","::1","24742d7a-6d03-4036-98ba-e883e7e6cdb3","{""role"":""super_admin"",""durationMs"":28262,""errorCode"":""UPSTREAM_TIMEOUT""}"
"ad96280f-69ab-423d-9ca7-15a22fdd87cf","2026-09-19T10:34:36.401Z","order_form.getUsers","failure","developer3@kairali.com","","::1","3037657d-4b48-4a70-b3c2-7a7e58be3fa4","{""role"":""super_admin"",""durationMs"":28157,""errorCode"":""UPSTREAM_TIMEOUT""}"
"d0b8d5f0-7a5e-4227-9dda-d099e2f2f871","2026-09-19T10:34:36.439Z","order_form.getProducts","failure","developer3@kairali.com","","::1","04e18000-5ecd-4bd0-a36c-74a0166b5039","{""role"":""super_admin"",""durationMs"":28115,""errorCode"":""UPSTREAM_TIMEOUT""}"
"e3504046-db37-4c39-81f3-dd1dc4c1e4c3","2026-09-19T11:15:16.340Z","order_form.getProducts","success","developer3@kairali.com","","::1","f1b710b5-cd73-48ec-aa85-7841190a4138","{""role"":""super_admin"",""durationMs"":232,""errorCode"":null}"
"a54d6abd-6565-4688-8dac-793244c5beb3","2026-09-19T11:15:18.462Z","order_form.getUsers","success","developer3@kairali.com","","::1","e96187c5-772c-4eef-aa2d-911566579ab7","{""role"":""super_admin"",""durationMs"":2373,""errorCode"":null}"
"2ea3a6db-7baf-45ad-bd43-1cd4319adeed","2026-09-19T11:15:18.467Z","order_form.findBuyer","success","developer3@kairali.com","","::1","0f055d7b-9809-48ec-92c1-c77ff0fa55f5","{""role"":""super_admin"",""durationMs"":1832,""errorCode"":null}"
"145ef295-2a89-4727-bcf1-1be3bfb6c5fa","2026-09-19T11:17:54.463Z","order_form.getProducts","success","developer3@kairali.com","","::1","571394f0-30da-479b-ba4f-74d11e285f33","{""role"":""super_admin"",""durationMs"":80003,""errorCode"":null}"
"f5c1f3c9-0f61-4a0d-84cd-20a0ce0cc4d4","2026-09-19T11:17:56.870Z","order_form.getProducts","success","developer3@kairali.com","","::1","5f1beebd-d1f9-4d2d-8f0b-631fa712f6d0","{""role"":""super_admin"",""durationMs"":259,""errorCode"":null}"
"86c5c932-43e1-4ccc-965d-b48e2f550293","2026-09-19T11:17:58.522Z","order_form.getUsers","success","developer3@kairali.com","","::1","c2ebb95c-7e3b-4a8a-9177-a9458d7e5a08","{""role"":""super_admin"",""durationMs"":5417,""errorCode"":null}"
"78471921-ef67-4652-a6e5-eee0658508f8","2026-09-19T11:18:10.706Z","order_form.getUsers","failure","developer3@kairali.com","","::1","71fa9775-e1d7-4d46-bcb3-6aefaed578f1","{""role"":""super_admin"",""durationMs"":14036,""errorCode"":""UPSTREAM_ERROR""}"
"ed2e4399-5ce9-4384-a362-54a4c8dd3a66","2026-09-19T11:18:25.976Z","order_form.syncProducts","success","developer3@kairali.com","","::1","8cde8552-dfb7-4d94-a86e-90103b18e2db","{""role"":""super_admin"",""durationMs"":5355,""errorCode"":null}"
"6f3404dc-4ead-46c4-97bb-ffeac130ad36","2026-09-19T11:34:42.177Z","auth.login","success","developer3@kairali.com","","::1","151b789b-ae32-4e9c-aeee-ba3e8fbe472d","{}"
"9e501c2b-681a-49ae-993b-d0af5b9d1a42","2026-09-19T11:57:49.208Z","order_form.getUsers","success","developer3@kairali.com","","::1","c505fece-791a-4edc-a90e-93ca4d4df784","{""role"":""super_admin"",""durationMs"":936,""errorCode"":null}"
"86598a01-c291-4e1d-b1a3-39fa387b78ef","2026-09-19T11:57:49.309Z","order_form.getProducts","success","developer3@kairali.com","","::1","7fbc4056-a0a4-4ab8-9db7-161908bc226f","{""role"":""super_admin"",""durationMs"":1085,""errorCode"":null}"
